gene_id,gene_name,tpm
AT2G09760,AT2G09760,
AT2G09795,AT2G09795,5
AT2G09805,AT2G09805,0.1
AT2G09815,AT2G09815,
AT2G09835,AT2G09835,0.4
AT2G09845,AT2G09845,0.2
AT2G09955,AT2G09955,
AT2G09970,AT2G09970,
AT2G09990,RPS16A,52
AT2G09995,AT2G09995,
AT2G10025,AT2G10025,0.1
AT2G10260,AT2G10260,2
AT2G10440,MED15C,0.1
AT2G10450,AT2G10450,0.5
AT2G10535,LCR29,0.3
AT2G10537,AT2G10537,
AT2G10553,AT2G10553,
AT2G10606,MIR396A,0.8
AT2G10608,AT2G10608,
AT2G10930,AT2G10930,0.2
AT2G10931,AT2G10931,2
AT2G10940,AT2G10940,9
AT2G10950,AT2G10950,17
AT2G10970,AT2G10970,
AT2G10975,AT2G10975,
AT2G11000,ATMAK10,8
AT2G11035,AT2G11035,4
AT2G11215,AT2G11215,79
AT2G11225,AT2G11225,212
AT2G11270,AT2G11270,0.4
AT2G11520,CRCK3,11
AT2G11522,AT2G11522,0.5
AT2G11810,MGD3,3
AT2G11815,AT2G11815,
AT2G11851,AT2G11851,0.3
AT2G11890,TTM3,43
AT2G11891,AT2G11891,2
AT2G11910,AT2G11910,44
AT2G12170,AT2G12170,2
AT2G12190,AT2G12190,1
AT2G12400,AT2G12400,14
AT2G12461,AT2G12461,6
AT2G12462,AT2G12462,1
AT2G12465,LCR50,0.4
AT2G12475,AT2G12475,2
AT2G12480,SCPL43,2
AT2G12550,AT2G12550,8
AT2G12646,AT2G12646,
AT2G12900,AT2G12900,
AT2G12940,UNE4,
AT2G13100,AT2G13100,19
AT2G13125,AT2G13125,
AT2G13126,AT2G13126,0.2
AT2G13150,AT2G13150,
AT2G13275,AT2G13275,0.2
AT2G13290,AT2G13290,17
AT2G13295,AT2G13295,
AT2G13350,AT2G13350,
AT2G13360,AGT1,114
AT2G13370,CHR5,10
AT2G13430,AT2G13430,0.2
AT2G13440,AT2G13440,9
AT2G13463,AT2G13463,1
AT2G13540,ABH1,15
AT2G13547,AT2G13547,3
AT2G13550,AT2G13550,3
AT2G13560,NAD-ME1,52
AT2G13570,NFYB7,1
AT2G13600,PCMP-E76,2
AT2G13610,ABCG5,6
AT2G13620,CHX15,
AT2G13650,GONST1,9
AT2G13680,CALS5,0.1
AT2G13690,PRL1-IFG,9
AT2G13790,SERK4,9
AT2G13800,SERK5,3
AT2G13810,ALD1,14
AT2G13820,AT2G13820,0.4
AT2G13840,AT2G13840,11
AT2G13960,AT2G13960,0.7
AT2G13965,AT2G13965,38
AT2G14045,AT2G14045,19
AT2G14050,MCM9,0.8
AT2G14060,AT2G14060,9
AT2G14070,AT2G14070,0.1
AT2G14080,AT2G14080,5
AT2G14095,AT2G14095,28
AT2G14110,AT2G14110,15
AT2G14115,AT2G14115,4
AT2G14120,DRP3B,20
AT2G14160,AT2G14160,
AT2G14170,ALDH6B2,37
AT2G14210,ANR1,4
AT2G14247,AT2G14247,7
AT2G14255,PAT23,20
AT2G14260,PIP,29
AT2G14265,AT2G14265,
AT2G14282,SCRL18,
AT2G14285,AT2G14285,14
AT2G14290,AT2G14290,0.2
AT2G14365,LCR84,14
AT2G14378,AT2G14378,0.1
AT2G14460,AT2G14460,11
AT2G14520,CBSDUF3,47
AT2G14530,TBL13,8
AT2G14540,ATSRP2,
AT2G14560,LURP1,3
AT2G14580,PRB1,
AT2G14610,PR1,2
AT2G14620,XTH10,4
AT2G14660,AT2G14660,4
AT2G14670,SUC8,
AT2G14680,MEE13,13
AT2G14690,XYN4,4
AT2G14692,AT2G14692,0.1
AT2G14695,AT2G14695,
AT2G14720,VSR4,38
AT2G14740,VSR3,14
AT2G14750,APK1,34
AT2G14775,AT2G14775,2
AT2G14800,AT2G14800,1
AT2G14820,NPY2,0.2
AT2G14825,AT2G14825,10
AT2G14835,AT2G14835,26
AT2G14846,AT2G14846,
AT2G14850,AT2G14850,9
AT2G14860,AT2G14860,1
AT2G14878,AT2G14878,269
AT2G14880,AT2G14880,27
AT2G14890,AGP9,21
AT2G14900,GASA7,9
AT2G14910,AT2G14910,106
AT2G14935,LCR40,2
AT2G14960,GH3.1,1
AT2G15000,AT2G15000,6
AT2G15010,AT2G15010,1545
AT2G15020,AT2G15020,0.7
AT2G15029,AT2G15029,7
AT2G15042,AT2G15042,2
AT2G15050,LTP7,4
AT2G15080,AtRLP19,0.9
AT2G15090,KCS8,7
AT2G15128,AT2G15128,4
AT2G15130,AT2G15130,
AT2G15220,AT2G15220,1
AT2G15230,LIP1,15
AT2G15240,AT2G15240,19
AT2G15260,AT2G15260,
AT2G15270,AT2G15270,24
AT2G15280,RTNLB10,6
AT2G15290,TIC21,38
AT2G15292,AT2G15292,23
AT2G15300,AT2G15300,2
AT2G15310,ATARFB1A,6
AT2G15318,AT2G15318,0.1
AT2G15320,AT2G15320,10
AT2G15325,LTP9,6
AT2G15327,AT2G15327,
AT2G15340,AT2G15340,0.1
AT2G15345,AT2G15345,
AT2G15390,FUT4,6
AT2G15400,NRPD3B,2
AT2G15430,NRPB3,11
AT2G15440,AT2G15440,9
AT2G15480,UGT73B5,2
AT2G15490,UGT73B4,2
AT2G15530,AT2G15530,11
AT2G15535,LCR10,
AT2G15555,AT2G15555,
AT2G15560,AT2G15560,17
AT2G15570,ATHM3,30
AT2G15580,AT2G15580,13
AT2G15590,AT2G15590,0.2
AT2G15610,AT2G15610,0.1
AT2G15620,NIR1,55
AT2G15630,AT2G15630,0.8
AT2G15640,AT2G15640,
AT2G15660,AGL95,
AT2G15690,PCMP-H66,2
AT2G15695,AT2G15695,39
AT2G15730,AT2G15730,5
AT2G15740,AT2G15740,
AT2G15760,AT2G15760,
AT2G15780,AT2G15780,0.1
AT2G15790,CYP40,9
AT2G15820,OTP51,4
AT2G15830,AT2G15830,18
AT2G15860,AT2G15860,15
AT2G15880,PEX3,27
AT2G15890,MEE14,196
AT2G15900,AT2G15900,11
AT2G15910,AT2G15910,7
AT2G15950,AT2G15950,
AT2G15960,AT2G15960,182
AT2G15970,COR413PM1,25
AT2G15980,AT2G15980,7
AT2G16005,ROSY1,
AT2G16015,AT2G16015,
AT2G16016,AT2G16016,
AT2G16030,AT2G16030,
AT2G16040,AT2G16040,
AT2G16050,AT2G16050,3
AT2G16060,AHB1,3
AT2G16070,PDV2,33
AT2G16090,ARI2,10
AT2G16120,PLT1,
AT2G16130,PLT2,
AT2G16200,AT2G16200,
AT2G16210,AT2G16210,
AT2G16220,AT2G16220,
AT2G16225,ESFL7,
AT2G16230,AT2G16230,0.3
AT2G16245,AT2G16245,
AT2G16250,AT2G16250,3
AT2G16270,AT2G16270,0.4
AT2G16280,KCS9,25
AT2G16290,AT2G16290,
AT2G16300,AT2G16300,
AT2G16340,AT2G16340,
AT2G16360,AT2G16360,0.5
AT2G16365,AT2G16365,12
AT2G16370,THY-1,4
AT2G16380,SFH7,2
AT2G16385,CIF1,0.1
AT2G16390,DRD1,12
AT2G16400,BLH7,9
AT2G16405,AT2G16405,9
AT2G16430,PAP10,6
AT2G16440,MCM4,0.7
AT2G16450,AT2G16450,0.2
AT2G16460,AT2G16460,8
AT2G16485,NERD,14
AT2G16490,AT2G16490,
AT2G16500,ADC1,35
AT2G16510,VHA-c3,38
AT2G16530,AT2G16530,10
AT2G16535,ESFL8,
AT2G16570,ASE1,4
AT2G16580,AT2G16580,14
AT2G16586,AT2G16586,0.2
AT2G16592,AT2G16592,
AT2G16595,AT2G16595,21
AT2G16600,CYP19-1,353
AT2G16630,AT2G16630,2
AT2G16640,TOC132,27
AT2G16650,PRORP2,6
AT2G16660,AT2G16660,298
AT2G16676,AT2G16676,0.1
AT2G16700,ADF5,101
AT2G16710,AT2G16710,53
AT2G16720,MYB7,6
AT2G16730,BGAL13,
AT2G16740,UBC29,23
AT2G16750,AT2G16750,5
AT2G16760,AT2G16760,5
AT2G16770,BZIP23,17
AT2G16780,MSI2,6
AT2G16790,AT2G16790,7
AT2G16800,AT2G16800,19
AT2G16850,PIP2-8,3
AT2G16860,AT2G16860,31
AT2G16870,AT2G16870,0.4
AT2G16880,AT2G16880,8
AT2G16890,UGT90A1,18
AT2G16900,AT2G16900,7
AT2G16910,AMS,0.4
AT2G16920,UBC23,8
AT2G16930,AT2G16930,29
AT2G16940,AT2G16940,53
AT2G16950,TRN1,16
AT2G16960,AT2G16960,0.1
AT2G16970,MEE15,
AT2G16980,AT2G16980,0.3
AT2G16990,AT2G16990,18
AT2G17000,MSL7,0.1
AT2G17010,MSL8,
AT2G17020,FBL10,9
AT2G17030,SKIP23,12
AT2G17033,AT2G17033,11
AT2G17036,AT2G17036,1
AT2G17040,anac036,6
AT2G17043,AT2G17043,
AT2G17070,AT2G17070,
AT2G17080,AT2G17080,
AT2G17090,BSK12,
AT2G17110,AT2G17110,8
AT2G17120,LYM2,14
AT2G17130,IDH2,19
AT2G17140,AT2G17140,1
AT2G17150,NLP1,3
AT2G17160,AT2G17160,
AT2G17170,AT2G17170,
AT2G17180,ZAT2,
AT2G17190,DSK2A,32
AT2G17200,DSK2B,73
AT2G17210,PCMP-E77,0.8
AT2G17220,PIX13,17
AT2G17230,EXL5,32
AT2G17240,AT2G17240,38
AT2G17250,EMB2762,9
AT2G17260,GLR2,0.8
AT2G17265,HSK,22
AT2G17270,MPT1,3
AT2G17280,PGM,13
AT2G17290,CPK6,15
AT2G17300,AT2G17300,2
AT2G17305,AT2G17305,
AT2G17310,SON1,0.4
AT2G17320,AT2G17320,15
AT2G17340,AT2G17340,16
AT2G17350,AT2G17350,32
AT2G17360,RPS4A,134
AT2G17370,HMG2,8
AT2G17380,AAP19-1,43
AT2G17390,AKR2B,87
AT2G17410,ARID3,20
AT2G17420,NTR2,32
AT2G17430,MLO7,0.6
AT2G17440,PIRL5,11
AT2G17442,AT2G17442,4
AT2G17450,ATL44,22
AT2G17470,AT2G17470,
AT2G17480,MLO8,14
AT2G17500,PILS5,42
AT2G17510,EMB2763,12
AT2G17520,IRE1A,29
AT2G17525,AT2G17525,2
AT2G17530,AT2G17530,12
AT2G17540,AT2G17540,13
AT2G17550,AT2G17550,5
AT2G17560,HMGB4,42
AT2G17570,AT2G17570,7
AT2G17580,AT2G17580,5
AT2G17600,AT2G17600,
AT2G17620,CYCB2-1,0.3
AT2G17630,PSAT2,2
AT2G17640,SAT2,24
AT2G17650,AAE2,8
AT2G17660,AT2G17660,1
AT2G17670,AT2G17670,3
AT2G17690,SDC,0.2
AT2G17695,AT2G17695,11
AT2G17700,STY8,19
AT2G17705,AT2G17705,20
AT2G17710,AT2G17710,120
AT2G17720,P4H5,24
AT2G17723,AT2G17723,9
AT2G17730,NIP2,10
AT2G17740,AT2G17740,0.3
AT2G17750,NIP1,0.3
AT2G17760,APF1,30
AT2G17770,ATBZIP27,0.3
AT2G17780,MCA2,9
AT2G17787,AT2G17787,10
AT2G17790,VPS35A,29
AT2G17800,ARAC1,23
AT2G17810,AT2G17810,
AT2G17820,AHK1,4
AT2G17830,AT2G17830,1
AT2G17840,ERD7,69
AT2G17845,AT2G17845,0.1
AT2G17850,AT2G17850,2
AT2G17860,AT2G17860,
AT2G17870,CSP3,53
AT2G17880,AT2G17880,5
AT2G17890,CPK16,
AT2G17900,SDG37,2
AT2G17920,AT2G17920,
AT2G17930,AT2G17930,8
AT2G17940,AT2G17940,0.2
AT2G17950,WUS,
AT2G17970,ALKBH9B,3
AT2G17972,AT2G17972,0.1
AT2G17975,AT2G17975,14
AT2G17980,SLY1,31
AT2G17990,AT2G17990,23
AT2G18000,TAF14,0.6
AT2G18020,RPL8A,276
AT2G18025,AT2G18025,
AT2G18030,MSRA5,10
AT2G18040,PIN1,73
AT2G18050,HIS1-3,29
AT2G18060,NAC037,0.2
AT2G18070,AT2G18070,
AT2G18080,EDA2,
AT2G18090,AT2G18090,26
AT2G18100,AT2G18100,1
AT2G18110,AT2G18110,51
AT2G18120,SRS4,0.1
AT2G18150,PER15,0.1
AT2G18160,BZIP2,26
AT2G18170,MPK7,30
AT2G18180,SFH10,
AT2G18190,AT2G18190,
AT2G18193,AT2G18193,2
AT2G18196,HIPP30,2
AT2G18200,AT2G18200,
AT2G18210,AT2G18210,
AT2G18220,AT2G18220,8
AT2G18230,PPA2,24
AT2G18240,AT2G18240,16
AT2G18245,AT2G18245,4
AT2G18250,COAD,21
AT2G18260,SYP112,2
AT2G18280,TULP2,30
AT2G18290,APC10,21
AT2G18300,AT2G18300,6
AT2G18320,AT2G18320,
AT2G18328,RL4,2
AT2G18330,AT2G18330,6
AT2G18340,AT2G18340,10
AT2G18350,ZHD6,2
AT2G18360,AT2G18360,27
AT2G18370,LTP8,140
AT2G18380,GATA20,0.3
AT2G18390,ARL2,26
AT2G18400,AT2G18400,19
AT2G18410,ELP5,9
AT2G18420,GASA11,2
AT2G18440,GUT15,152
AT2G18450,SDH1-2,0.1
AT2G18460,LCV3,
AT2G18465,AT2G18465,9
AT2G18470,PERK4,0.3
AT2G18480,PLT3,5
AT2G18490,AT2G18490,0.5
AT2G18500,OFP7,0.1
AT2G18510,emb2444,23
AT2G18520,AT2G18520,2
AT2G18540,AT2G18540,209
AT2G18550,ATHB-21,5
AT2G18560,AT2G18560,0.7
AT2G18570,UGT72D1,75
AT2G18590,AT2G18590,3
AT2G18600,RCE2,8
AT2G18620,AT2G18620,0.8
AT2G18630,AT2G18630,24
AT2G18640,GGPP4,1
AT2G18650,ATL49,3
AT2G18660,EGC2,0.1
AT2G18670,ATL56,11
AT2G18680,AT2G18680,1
AT2G18690,AT2G18690,4
AT2G18700,TPS11,75
AT2G18710,SCY1,22
AT2G18720,AT2G18720,0.4
AT2G18730,DGK3,23
AT2G18735,AT2G18735,9
AT2G18740,AT2G18740,58
AT2G18750,CBP60C,44
AT2G18760,CHR8,4
AT2G18770,AT2G18770,14
AT2G18780,AT2G18780,5
AT2G18790,PHYB,12
AT2G18800,XTH21,
AT2G18830,AT2G18830,
AT2G18840,AT2G18840,23
AT2G18850,AT2G18850,6
AT2G18860,AT2G18860,8
AT2G18870,VEL3,
AT2G18876,AT2G18876,4
AT2G18880,VIL3,
AT2G18890,AT2G18890,0.6
AT2G18900,AT2G18900,5
AT2G18910,AT2G18910,9
AT2G18915,ADO2,17
AT2G18917,AT2G18917,0.1
AT2G18920,AT2G18920,0.2
AT2G18938,AT2G18938,4
AT2G18940,AT2G18940,6
AT2G18950,HPT1,29
AT2G18960,AHA1,141
AT2G18969,AT2G18969,0.1
AT2G18980,PER16,
AT2G18990,TXND9,10
AT2G19000,AT2G19000,
AT2G19010,AT2G19010,
AT2G19020,RALFL10,
AT2G19030,RALFL11,
AT2G19040,RALFL12,
AT2G19045,RALFL13,
AT2G19050,AT2G19050,
AT2G19070,SHT,
AT2G19080,MTX1,19
AT2G19090,AT2G19090,0.7
AT2G19110,HMA4,17
AT2G19120,AT2G19120,2
AT2G19130,AT2G19130,4
AT2G19150,PME10,0.1
AT2G19160,AT2G19160,4
AT2G19170,SBT2.5,1
AT2G19180,AT2G19180,34
AT2G19190,SIRK,0.3
AT2G19220,AT2G19220,
AT2G19240,AT2G19240,0.9
AT2G19260,AT2G19260,8
AT2G19270,AT2G19270,28
AT2G19280,AT2G19280,2
AT2G19290,AT2G19290,
AT2G19310,HSP18.5,47
AT2G19320,AT2G19320,182
AT2G19330,PIRL6,0.9
AT2G19340,AT2G19340,0.2
AT2G19350,AT2G19350,32
AT2G19360,AT2G19360,
AT2G19380,UBA1C,1
AT2G19385,AT2G19385,6
AT2G19390,AT2G19390,6
AT2G19400,AT2G19400,1
AT2G19420,AT2G19420,
AT2G19430,THO6,15
AT2G19440,AT2G19440,0.1
AT2G19450,DGAT1,43
AT2G19460,AT2G19460,3
AT2G19470,CKL5,21
AT2G19480,NAP1;2,96
AT2G19490,AT2G19490,3
AT2G19500,CKX2,5
AT2G19510,LBD8,
AT2G19520,MSI4,35
AT2G19530,AT2G19530,2
AT2G19540,AT2G19540,45
AT2G19550,AT2G19550,0.2
AT2G19560,EER5,15
AT2G19572,AT2G19572,
AT2G19580,TET2,4
AT2G19582,AT2G19582,0.2
AT2G19590,ACO1,4
AT2G19600,KEA4,7
AT2G19610,AT2G19610,0.2
AT2G19620,NDL3,4
AT2G19640,ASHR2,7
AT2G19650,AT2G19650,0.1
AT2G19660,AT2G19660,0.3
AT2G19670,PRMT12,0.7
AT2G19680,AT2G19680,15
AT2G19690,PLA2-BETA,0.5
AT2G19700,AT2G19700,0.1
AT2G19710,AT2G19710,6
AT2G19720,RPS15AB,11
AT2G19730,RPL28A,219
AT2G19740,RPL31A,84
AT2G19750,RPS30A,51
AT2G19760,PRO1,65
AT2G19770,PRO4,
AT2G19780,AT2G19780,0.4
AT2G19790,AT2G19790,46
AT2G19796,AT2G19796,3
AT2G19800,MIOX2,10
AT2G19802,AT2G19802,3
AT2G19810,AT2G19810,11
AT2G19820,LBD9,0.1
AT2G19830,VPS32.1,86
AT2G19850,AT2G19850,0.3
AT2G19860,HXK2,17
AT2G19870,AT2G19870,7
AT2G19880,AT2G19880,17
AT2G19890,AT2G19890,
AT2G19900,NADP-ME1,191
AT2G19910,RDR3,0.6
AT2G19920,AT2G19920,0.2
AT2G19930,AT2G19930,17
AT2G19940,AT2G19940,11
AT2G19950,GC1,16
AT2G19960,AT2G19960,0.2
AT2G19970,AT2G19970,0.3
AT2G19980,AT2G19980,
AT2G19990,PR-1-LIKE,0.5
AT2G20000,CDC27B,8
AT2G20010,AT2G20010,8
AT2G20020,CAF1,7
AT2G20030,ATL12,2
AT2G20050,AT2G20050,15
AT2G20060,AT2G20060,23
AT2G20070,AT2G20070,
AT2G20080,SPEAR1,
AT2G20100,AT2G20100,3
AT2G20110,AT2G20110,2
AT2G20120,COV1,21
AT2G20130,LCV1,13
AT2G20140,RPT2B,25
AT2G20142,AT2G20142,3
AT2G20150,AT2G20150,0.1
AT2G20160,ASK17,0.3
AT2G20170,AT2G20170,0.1
AT2G20180,PIF1,6
AT2G20190,CLASP,11
AT2G20208,LCR60,
AT2G20210,AT2G20210,2
AT2G20230,TOM2AH2,75
AT2G20240,AT2G20240,1
AT2G20250,AT2G20250,0.5
AT2G20260,PSAE2,165
AT2G20270,AT2G20270,21
AT2G20280,AT2G20280,46
AT2G20290,XI-G,4
AT2G20300,ALE2,6
AT2G20310,RIN13,7
AT2G20320,AT2G20320,8
AT2G20330,AT2G20330,19
AT2G20340,ELI5,6
AT2G20350,ERF120,0.1
AT2G20360,AT2G20360,59
AT2G20362,AT2G20362,
AT2G20370,MUR3,16
AT2G20390,AT2G20390,10
AT2G20400,AT2G20400,7
AT2G20410,AT2G20410,10
AT2G20420,AT2G20420,55
AT2G20430,RIC6,
AT2G20440,AT2G20440,4
AT2G20450,RPL14A,46
AT2G20463,AT2G20463,
AT2G20465,AT2G20465,
AT2G20470,AT2G20470,0.1
AT2G20480,AT2G20480,1
AT2G20490,NOP10,39
AT2G20495,AT2G20495,13
AT2G20515,AT2G20515,6
AT2G20530,PHB6,26
AT2G20540,PCMP-E78,0.7
AT2G20550,AT2G20550,3
AT2G20560,AT2G20560,52
AT2G20562,AT2G20562,2
AT2G20570,GPRI1,2
AT2G20580,RPN1A,37
AT2G20585,NFD6,4
AT2G20590,RTNLB17,1
AT2G20595,AT2G20595,
AT2G20597,AT2G20597,
AT2G20605,AT2G20605,0.2
AT2G20610,SUR1,32
AT2G20618,AT2G20618,
AT2G20619,AT2G20619,
AT2G20620,AT2G20620,0.2
AT2G20630,PPC3-1.2,32
AT2G20635,BUB1,0.8
AT2G20650,FLY2,2
AT2G20660,RALFL14,
AT2G20670,AT2G20670,19
AT2G20680,MAN2,4
AT2G20690,AT2G20690,19
AT2G20700,LLG2,12
AT2G20710,AT2G20710,0.3
AT2G20720,AT2G20720,
AT2G20721,AT2G20721,24
AT2G20722,AT2G20722,12
AT2G20723,AT2G20723,22
AT2G20725,AT2G20725,12
AT2G20740,TOM2AH3,38
AT2G20750,EXPB1,4
AT2G20760,AT2G20760,74
AT2G20770,GCL2,38
AT2G20780,PLT4,7
AT2G20790,AP5M,10
AT2G20800,NDB4,
AT2G20810,GAUT10,14
AT2G20815,QWRF3,3
AT2G20820,AT2G20820,66
AT2G20825,ULT2,4
AT2G20830,AT2G20830,22
AT2G20835,AT2G20835,2
AT2G20840,SCAMP1,5
AT2G20850,SRF1,2
AT2G20860,LIP1,58
AT2G20870,AT2G20870,0.4
AT2G20875,EPF1,0.7
AT2G20880,ERF053,2
AT2G20890,THF1,134
AT2G20900,DGK5,16
AT2G20920,AT2G20920,50
AT2G20921,AT2G20921,0.2
AT2G20930,AT2G20930,13
AT2G20940,AT2G20940,10
AT2G20950,AT2G20950,11
AT2G20960,pEARLI4,17
AT2G20980,MCM10,0.2
AT2G20990,SYTA,55
AT2G21010,AT2G21010,
AT2G21030,AT2G21030,
AT2G21045,HAC1,
AT2G21050,LAX2,3
AT2G21060,CSP4,84
AT2G21070,FIO1,6
AT2G21080,AT2G21080,2
AT2G21090,PCMP-E48,3
AT2G21100,DIR23,2
AT2G21110,DIR4,0.2
AT2G21120,AT2G21120,13
AT2G21130,CYP19-2,18
AT2G21140,PRP2,2
AT2G21150,XCT,19
AT2G21160,AT2G21160,133
AT2G21170,TIM,113
AT2G21180,AT2G21180,24
AT2G21187,AT2G21187,3
AT2G21188,AT2G21188,20
AT2G21190,AT2G21190,34
AT2G21195,AT2G21195,21
AT2G21200,AT2G21200,1
AT2G21210,AT2G21210,1
AT2G21220,AT2G21220,6
AT2G21230,AT2G21230,9
AT2G21235,AT2G21235,
AT2G21237,AT2G21237,
AT2G21240,BPC4,62
AT2G21250,AT2G21250,42
AT2G21260,AT2G21260,37
AT2G21270,UFD1,45
AT2G21280,GC1,13
AT2G21290,AT2G21290,51
AT2G21300,KIN7E,24
AT2G21320,BBX18,5
AT2G21330,FBA1,31
AT2G21340,DTX46,7
AT2G21350,AT2G21350,1
AT2G21370,XK-1,3
AT2G21380,KIN7M,11
AT2G21385,AT2G21385,21
AT2G21390,AT2G21390,28
AT2G21400,SRS3,
AT2G21410,VHA-A2,29
AT2G21420,AT2G21420,0.2
AT2G21430,RD19B,2
AT2G21440,AT2G21440,11
AT2G21450,CHR34,2
AT2G21455,AT2G21455,
AT2G21465,AT2G21465,
AT2G21470,SAE2,19
AT2G21480,AT2G21480,
AT2G21490,LEA,1632
AT2G21500,AT2G21500,12
AT2G21510,AT2G21510,8
AT2G21520,AT2G21520,42
AT2G21530,AT2G21530,15
AT2G21540,SFH3,2
AT2G21550,AT2G21550,0.1
AT2G21560,AT2G21560,1
AT2G21570,AT2G21570,0.5
AT2G21580,RPS25B,226
AT2G21590,APL4,1
AT2G21595,AT2G21595,
AT2G21600,RER1B,32
AT2G21610,PE11,0.3
AT2G21620,RD2,223
AT2G21630,AT2G21630,3
AT2G21640,AT2G21640,6
AT2G21650,RL2,0.6
AT2G21655,AT2G21655,
AT2G21660,RBG7,2070
AT2G21710,MTERF2,2
AT2G21720,AT2G21720,77
AT2G21725,AT2G21725,
AT2G21727,AT2G21727,
AT2G21730,CAD2,
AT2G21740,EC1.2,
AT2G21750,EC1.3,2
AT2G21770,CESA9,7
AT2G21780,AT2G21780,5
AT2G21790,RNR1,5
AT2G21800,EME1A,2
AT2G21810,AT2G21810,
AT2G21820,AT2G21820,828
AT2G21830,AT2G21830,2
AT2G21840,AT2G21840,
AT2G21850,AT2G21850,0.5
AT2G21860,AT2G21860,8
AT2G21870,MGP1,158
AT2G21880,RABG2,2
AT2G21890,CAD3,
AT2G21900,WRKY59,
AT2G21930,AT2G21930,3
AT2G21940,SK1,10
AT2G21950,SKIP6,1
AT2G21960,AT2G21960,14
AT2G21970,SEP2,79
AT2G21990,AT2G21990,0.1
AT2G22000,PEP6,6
AT2G22010,RKP,9
AT2G22030,AT2G22030,0.3
AT2G22040,LST8-2,0.4
AT2G22050,AT2G22050,
AT2G22055,RALFL15,0.1
AT2G22060,AT2G22060,
AT2G22070,PCMP-H41,0.7
AT2G22080,AT2G22080,146
AT2G22088,AT2G22088,2
AT2G22090,UBA1A,6
AT2G22100,UBA1B,5
AT2G22120,AT2G22120,12
AT2G22121,LCR35,
AT2G22122,AT2G22122,1
AT2G22125,CSI1,16
AT2G22140,EME1B,0.9
AT2G22145,AT2G22145,
AT2G22155,AT2G22155,
AT2G22170,PLAT2,32
AT2G22180,AT2G22180,
AT2G22190,TPPE,0.3
AT2G22200,ERF056,
AT2G22230,AT2G22230,32
AT2G22240,IPS2,79
AT2G22241,AT2G22241,
AT2G22250,PAT,5
AT2G22260,AT2G22260,4
AT2G22270,AT2G22270,15
AT2G22290,RABH1D,
AT2G22300,CAMTA3,20
AT2G22310,UBP4,6
AT2G22330,CYP79B3,0.4
AT2G22340,AT2G22340,
AT2G22360,DJA6,12
AT2G22370,MED18,6
AT2G22400,AT2G22400,15
AT2G22410,PCMP-E28,1
AT2G22420,PER17,12
AT2G22425,AT2G22425,44
AT2G22426,AT2G22426,
AT2G22430,ATHB-6,130
AT2G22440,AT2G22440,
AT2G22450,RIBA2,27
AT2G22460,AT2G22460,0.1
AT2G22470,AGP2,96
AT2G22475,GEM,11
AT2G22480,PFK5,9
AT2G22490,CYCD2;1,8
AT2G22496,MIR779A,0.2
AT2G22500,PUMP5,12
AT2G22510,AT2G22510,24
AT2G22520,AT2G22520,
AT2G22530,AT2G22530,2
AT2G22540,SVP,2
AT2G22560,NET2D,12
AT2G22570,NIC1,13
AT2G22590,UGT91A1,
AT2G22600,AT2G22600,0.5
AT2G22610,AT2G22610,0.4
AT2G22620,AT2G22620,15
AT2G22630,AGL17,0.1
AT2G22640,BRK1,14
AT2G22650,AT2G22650,3
AT2G22660,GRDP1,97
AT2G22670,IAA8,112
AT2G22680,WAVH1,4
AT2G22690,AT2G22690,12
AT2G22720,AT2G22720,30
AT2G22730,AT2G22730,0.9
AT2G22740,SUVH6,7
AT2G22760,BHLH19,0.4
AT2G22770,NAI1,0.5
AT2G22780,PMDH1,73
AT2G22790,AT2G22790,2
AT2G22795,AT2G22795,35
AT2G22800,HAT9,22
AT2G22805,AT2G22805,0.1
AT2G22807,AT2G22807,
AT2G22810,ACS4,0.2
AT2G22820,AT2G22820,
AT2G22821,AT2G22821,4
AT2G22830,SQE2,2
AT2G22840,GRF1,21
AT2G22850,AtbZIP6,0.1
AT2G22860,PSK2,5
AT2G22870,EMB2001,4
AT2G22890,FAD4L2,0.1
AT2G22900,GT7,20
AT2G22905,AT2G22905,0.2
AT2G22910,NAGS1,18
AT2G22920,SCPL12,0.2
AT2G22930,UGT79B8,2
AT2G22940,AT2G22940,0.1
AT2G22941,AT2G22941,
AT2G22942,AT2G22942,4
AT2G22950,ACA7,
AT2G22960,AT2G22960,
AT2G22970,SCPL11,24
AT2G22980,SCPL13,17
AT2G22990,SNG1,104
AT2G23000,SCPL10,3
AT2G23010,SCPL9,1
AT2G23030,SRK2J,0.9
AT2G23040,AT2G23040,4
AT2G23050,NPY4,0.6
AT2G23060,AT2G23060,1
AT2G23070,CKA4,40
AT2G23080,CKA3,17
AT2G23090,AT2G23090,408
AT2G23093,AT2G23093,2
AT2G23096,P4H13,
AT2G23100,AT2G23100,3
AT2G23110,AT2G23110,176
AT2G23120,AT2G23120,212
AT2G23130,AGP17,24
AT2G23140,AT2G23140,10
AT2G23142,SPH10,
AT2G23148,SPH11,
AT2G23150,NRAMP3,28
AT2G23170,GH3.3,202
AT2G23180,CYP96A1,9
AT2G23190,CYP81D7,12
AT2G23200,AT2G23200,3
AT2G23210,AT2G23210,
AT2G23220,CYP81D6,
AT2G23230,AT2G23230,0.9
AT2G23240,MT4B,103
AT2G23250,UGT84B2,
AT2G23260,UGT84B1,2
AT2G23270,AT2G23270,0.4
